evidence_id,case_id,evidence_type,source_record_id,entity_id,related_entity_id,timestamp,description,reliability,confidence,supports_relationship,ground_truth_status
EVID_000134,CASE_0010,TRANSACTION,TXN_000038,ACCOUNT_00150,ACCOUNT_00155,2025-10-19 19:19:44,Financial transfer of amount 5761.98 possibly linked to network operation funding.,0.922,0.959,,CONFIRMED
EVID_000135,CASE_0010,TRANSACTION,TXN_000039,ACCOUNT_00155,ACCOUNT_00160,2025-10-20 18:19:44,Financial transfer of amount 3591.29 possibly linked to network operation funding.,0.966,0.547,,CONFIRMED
EVID_000136,CASE_0010,TRANSACTION,TXN_000040,ACCOUNT_00001,ACCOUNT_00117,2025-10-29 14:19:44,Financial transfer of amount 1424.03 possibly linked to network operation funding.,0.974,0.932,,CONFIRMED
EVID_000137,CASE_0011,TRANSACTION,TXN_000041,ACCOUNT_00031,ACCOUNT_00144,2025-06-09 18:34:20,Financial transfer of amount 16983.25 possibly linked to network operation funding.,0.96,0.878,,CONFIRMED
EVID_000138,CASE_0011,TRANSACTION,TXN_000042,ACCOUNT_00144,ACCOUNT_00116,2025-06-10 15:34:20,Financial transfer of amount 11120.23 possibly linked to network operation funding.,0.956,0.638,,CONFIRMED
EVID_000139,CASE_0011,TRANSACTION,TXN_000043,ACCOUNT_00116,ACCOUNT_00029,2025-06-11 19:34:20,Financial transfer of amount 9334.19 possibly linked to network operation funding.,0.91,0.681,,CONFIRMED
EVID_000140,CASE_0011,TRANSACTION,TXN_000044,ACCOUNT_00156,ACCOUNT_00031,2025-06-24 18:34:20,Financial transfer of amount 2136.56 possibly linked to network operation funding.,0.9,0.708,,CONFIRMED
EVID_000141,CASE_0012,TRANSACTION,TXN_000045,ACCOUNT_00088,ACCOUNT_00024,2025-03-26 12:34:43,Financial transfer of amount 31147.76 possibly linked to network operation funding.,0.973,0.764,,CONFIRMED
EVID_000142,CASE_0012,TRANSACTION,TXN_000046,ACCOUNT_00024,ACCOUNT_00082,2025-03-26 23:34:43,Financial transfer of amount 16546.98 possibly linked to network operation funding.,0.976,0.692,,CONFIRMED
EVID_000143,CASE_0012,TRANSACTION,TXN_000047,ACCOUNT_00082,ACCOUNT_00170,2025-03-27 16:34:43,Financial transfer of amount 14152.23 possibly linked to network operation funding.,0.9,0.867,,CONFIRMED
EVID_000144,CASE_0012,TRANSACTION,TXN_000048,ACCOUNT_00170,ACCOUNT_00047,2025-03-28 21:34:43,Financial transfer of amount 7862.41 possibly linked to network operation funding.,0.953,0.94,,CONFIRMED
EVID_000145,CASE_0012,TRANSACTION,TXN_000049,ACCOUNT_00005,ACCOUNT_00088,2025-04-12 12:34:43,Financial transfer of amount 1865.45 possibly linked to network operation funding.,0.932,0.628,,CONFIRMED
EVID_000146,,LOCATION_RECORD,CONTRA_001,PERSON_0945,,2025-07-09 14:14:10,Location observed in Ahmedabad conflicting with claimed presence in Mumbai.,0.809,0.612,,LIKELY
EVID_000147,,LOCATION_RECORD,CONTRA_002,PERSON_0950,,2025-05-13 20:11:04,Location observed in Hyderabad conflicting with claimed presence in Mumbai.,0.828,0.501,,LIKELY
EVID_000148,,LOCATION_RECORD,CONTRA_003,PERSON_1046,,2025-04-16 06:39:29,Location observed in Bhopal conflicting with claimed presence in Delhi.,0.826,0.914,,LIKELY
EVID_000149,,LOCATION_RECORD,CONTRA_004,PERSON_0726,,2025-07-03 23:20:15,Location observed in Lucknow conflicting with claimed presence in Bhopal.,0.813,0.865,,LIKELY
EVID_000150,,LOCATION_RECORD,CONTRA_005,PERSON_1103,,2025-10-22 04:51:40,Location observed in Mumbai conflicting with claimed presence in Indore.,0.635,0.927,,LIKELY
EVID_000151,,LOCATION_RECORD,CONTRA_006,PERSON_0790,,2025-07-07 01:52:24,Location observed in Lucknow conflicting with claimed presence in Bhopal.,0.676,0.7,,LIKELY
EVID_000152,,LOCATION_RECORD,CONTRA_007,PERSON_0970,,2026-04-03 15:07:43,Location observed in Lucknow conflicting with claimed presence in Indore.,0.672,0.539,,LIKELY
EVID_000153,,LOCATION_RECORD,CONTRA_008,PERSON_0547,,2025-05-24 05:58:50,Location observed in Indore conflicting with claimed presence in Mumbai.,0.726,0.571,,LIKELY
EVID_000154,,LOCATION_RECORD,CONTRA_009,PERSON_0032,,2025-10-30 09:42:12,Location observed in Mumbai conflicting with claimed presence in Lucknow.,0.808,0.789,,LIKELY
EVID_000155,,LOCATION_RECORD,CONTRA_010,PERSON_0938,,2025-09-01 04:32:56,Location observed in Indore conflicting with claimed presence in Lucknow.,0.683,0.809,,LIKELY
EVID_000156,,LOCATION_RECORD,CONTRA_011,PERSON_0105,,2026-03-18 16:30:21,Location observed in Hyderabad conflicting with claimed presence in Pune.,0.65,0.822,,LIKELY
EVID_000157,,LOCATION_RECORD,CONTRA_012,PERSON_0463,,2025-12-01 04:41:49,Location observed in Mumbai conflicting with claimed presence in Indore.,0.66,0.51,,LIKELY
EVID_000158,,LOCATION_RECORD,CONTRA_013,PERSON_0397,,2025-02-18 14:32:04,Location observed in Chandigarh conflicting with claimed presence in Jaipur.,0.639,0.862,,LIKELY
EVID_000159,,LOCATION_RECORD,CONTRA_014,PERSON_1476,,2025-08-31 06:22:19,Location observed in Chandigarh conflicting with claimed presence in Ahmedabad.,0.814,0.784,,LIKELY
EVID_000160,,LOCATION_RECORD,CONTRA_015,PERSON_0104,,2025-11-18 04:33:16,Location observed in Bhopal conflicting with claimed presence in Chandigarh.,0.74,0.785,,LIKELY
EVID_000161,,LOCATION_RECORD,CONTRA_016,PERSON_0376,,2025-03-29 02:59:28,Location observed in Bhopal conflicting with claimed presence in Delhi.,0.719,0.867,,LIKELY
EVID_000162,,LOCATION_RECORD,CONTRA_017,PERSON_0758,,2025-04-08 19:57:57,Location observed in Mumbai conflicting with claimed presence in Hyderabad.,0.704,0.521,,LIKELY
EVID_000163,,LOCATION_RECORD,CONTRA_018,PERSON_0720,,2025-01-07 17:53:53,Location observed in Mumbai conflicting with claimed presence in Hyderabad.,0.652,0.576,,LIKELY
EVID_000164,,LOCATION_RECORD,CONTRA_019,PERSON_0969,,2026-03-26 13:48:46,Location observed in Chandigarh conflicting with claimed presence in Bhopal.,0.799,0.603,,LIKELY
EVID_000165,,LOCATION_RECORD,CONTRA_020,PERSON_1468,,2026-03-06 15:11:37,Location observed in Jaipur conflicting with claimed presence in Pune.,0.715,0.968,,LIKELY
EVID_000166,,LOCATION_RECORD,CONTRA_021,PERSON_0618,,2026-04-26 21:18:51,Location observed in Ahmedabad conflicting with claimed presence in Lucknow.,0.848,0.671,,LIKELY
EVID_000167,,LOCATION_RECORD,CONTRA_022,PERSON_1286,,2025-06-04 15:35:46,Location observed in Jaipur conflicting with claimed presence in Delhi.,0.791,0.906,,LIKELY
EVID_000168,,LOCATION_RECORD,CONTRA_023,PERSON_0971,,2025-04-22 22:51:54,Location observed in Mumbai conflicting with claimed presence in Delhi.,0.664,0.8,,LIKELY
EVID_000169,,LOCATION_RECORD,CONTRA_024,PERSON_1035,,2025-11-23 14:52:32,Location observed in Bhopal conflicting with claimed presence in Ahmedabad.,0.795,0.848,,LIKELY
EVID_000170,,LOCATION_RECORD,CONTRA_025,PERSON_0851,,2026-01-31 14:16:52,Location observed in Chandigarh conflicting with claimed presence in Bhopal.,0.748,0.595,,LIKELY
EVID_000171,,LOCATION_RECORD,CONTRA_026,PERSON_0779,,2026-01-25 03:09:58,Location observed in Hyderabad conflicting with claimed presence in Indore.,0.763,0.761,,LIKELY
EVID_000172,CASE_0001,FIR,FIR_0001,PERSON_1459,PERSON_0282,2025-08-30 04:24:50,Investigating officer noted unusual movement in the area prior to the reported incident. Primary suspect identified on scene.,0.709,0.735,,CONFIRMED
EVID_000173,CASE_0002,FIR,FIR_0002,PERSON_1104,PERSON_0898,2025-07-31 02:37:23,Complainant could not clearly identify all persons involved; further verification is required.,0.567,0.902,,CONFIRMED
EVID_000174,CASE_0003,FIR,FIR_0003,PERSON_0833,PERSON_0481,2025-10-16 02:03:43,Complainant stated that an associate of the accused was present at LOCATION_0203 shortly before the incident.,0.771,0.656,,CONFIRMED
EVID_000175,CASE_0004,FIR,FIR_0004,PERSON_1060,PERSON_0916,2025-11-18 23:19:44,Complainant could not clearly identify all persons involved; further verification is required.,0.567,0.784,,CONFIRMED
EVID_000176,CASE_0005,FIR,FIR_0005,PERSON_1468,PERSON_0978,2025-05-14 16:02:21,Complainant stated that an associate of the accused was present at LOCATION_0155 shortly before the incident.,0.624,0.742,,CONFIRMED
EVID_000177,CASE_0006,FIR,FIR_0006,PERSON_0266,PERSON_0188,2026-01-01 11:52:31,Witness reported that an individual known as Rajesh G. was seen near the location before the incident.,0.776,0.673,,CONFIRMED
EVID_000178,CASE_0007,FIR,FIR_0007,PERSON_1303,PERSON_1288,2025-01-20 15:26:00,Investigating officer noted unusual movement in the area prior to the reported incident.,0.687,0.609,,CONFIRMED
EVID_000179,CASE_0008,FIR,FIR_0008,PERSON_0398,PERSON_1426,2025-05-12 15:08:40,Complainant stated that an associate of the accused was present at LOCATION_0188 shortly before the incident.,0.756,0.689,,CONFIRMED
EVID_000180,CASE_0009,FIR,FIR_0009,PERSON_0945,PERSON_0391,2025-12-02 19:55:34,Witness reported that an individual known as Ravi G. was seen near the location before the incident.,0.586,0.512,,CONFIRMED
EVID_000181,CASE_0010,FIR,FIR_0010,PERSON_0030,PERSON_0462,2025-10-20 19:19:44,Complainant could not clearly identify all persons involved; further verification is required.,0.76,0.782,,CONFIRMED
EVID_000182,CASE_0011,FIR,FIR_0011,PERSON_1007,PERSON_0433,2025-06-18 06:34:20,Complainant stated that an associate of the accused was present at LOCATION_0251 shortly before the incident.,0.592,0.668,,CONFIRMED
EVID_000183,CASE_0012,FIR,FIR_0012,PERSON_0580,PERSON_0775,2025-04-05 18:34:43,Complainant could not clearly identify all persons involved; further verification is required.,0.592,0.634,,CONFIRMED
EVID_000184,CASE_0013,FIR,FIR_0013,PERSON_0804,PERSON_0460,2025-09-17 17:27:59,Standalone synthetic case; limited relational clues in narrative.,0.711,0.701,,CONFIRMED
EVID_000185,CASE_0014,FIR,FIR_0014,PERSON_0101,PERSON_1265,2026-03-14 16:09:19,Standalone synthetic case; limited relational clues in narrative.,0.607,0.595,,CONFIRMED
EVID_000186,CASE_0015,FIR,FIR_0015,PERSON_1140,PERSON_0549,2025-04-28 23:38:55,Standalone synthetic case; limited relational clues in narrative.,0.547,0.868,,CONFIRMED
EVID_000187,CASE_0016,FIR,FIR_0016,PERSON_0976,PERSON_0823,2025-05-15 11:26:48,Standalone synthetic case; limited relational clues in narrative.,0.789,0.915,,CONFIRMED
EVID_000188,CASE_0017,FIR,FIR_0017,PERSON_0518,PERSON_1053,2024-07-12 20:28:49,Standalone synthetic case; limited relational clues in narrative.,0.596,0.743,,CONFIRMED
EVID_000189,CASE_0018,FIR,FIR_0018,PERSON_1023,PERSON_1022,2024-08-13 16:52:35,Standalone synthetic case; limited relational clues in narrative.,0.619,0.66,,CONFIRMED
EVID_000190,CASE_0019,FIR,FIR_0019,PERSON_1033,PERSON_0838,2025-02-13 16:32:16,Standalone synthetic case; limited relational clues in narrative.,0.616,0.58,,CONFIRMED
EVID_000191,CASE_0020,FIR,FIR_0020,PERSON_0006,PERSON_0432,2024-09-05 19:54:30,Standalone synthetic case; limited relational clues in narrative.,0.584,0.669,,CONFIRMED
EVID_000192,CASE_0021,FIR,FIR_0021,PERSON_1312,PERSON_0533,2025-11-22 04:20:11,Standalone synthetic case; limited relational clues in narrative.,0.566,0.748,,CONFIRMED
EVID_000193,CASE_0022,FIR,FIR_0022,PERSON_0633,PERSON_1290,2024-09-06 14:41:02,Standalone synthetic case; limited relational clues in narrative.,0.765,0.639,,CONFIRMED
EVID_000194,CASE_0023,FIR,FIR_0023,PERSON_1381,PERSON_1366,2026-02-13 20:51:46,Standalone synthetic case; limited relational clues in narrative.,0.602,0.608,,CONFIRMED
EVID_000195,CASE_0024,FIR,FIR_0024,PERSON_0310,PERSON_0822,2024-06-29 21:15:55,Standalone synthetic case; limited relational clues in narrative.,0.615,0.911,,CONFIRMED
EVID_000196,CASE_0025,FIR,FIR_0025,PERSON_0613,PERSON_0290,2025-10-10 19:13:46,Standalone synthetic case; limited relational clues in narrative.,0.656,0.91,,CONFIRMED
EVID_000197,CASE_0026,FIR,FIR_0026,PERSON_0817,PERSON_0717,2024-10-26 08:05:28,Standalone synthetic case; limited relational clues in narrative.,0.628,0.711,,CONFIRMED
EVID_000198,CASE_0027,FIR,FIR_0027,PERSON_1172,PERSON_0846,2024-08-25 22:38:57,Standalone synthetic case; limited relational clues in narrative.,0.657,0.537,,CONFIRMED
EVID_000199,CASE_0028,FIR,FIR_0028,PERSON_1321,PERSON_0593,2024-11-27 17:58:33,Standalone synthetic case; limited relational clues in narrative.,0.528,0.823,,CONFIRMED
EVID_000200,CASE_0029,FIR,FIR_0029,PERSON_0386,PERSON_0572,2024-07-18 12:29:57,Standalone synthetic case; limited relational clues in narrative.,0.734,0.744,,CONFIRMED
EVID_000201,CASE_0030,FIR,FIR_0030,PERSON_1302,PERSON_0363,2024-06-21 17:57:03,Standalone synthetic case; limited relational clues in narrative.,0.531,0.621,,CONFIRMED
EVID_000202,CASE_0031,FIR,FIR_0031,PERSON_0744,PERSON_0449,2025-05-02 12:38:38,Standalone synthetic case; limited relational clues in narrative.,0.612,0.618,,CONFIRMED
EVID_000203,CASE_0032,FIR,FIR_0032,PERSON_1045,PERSON_0160,2025-10-21 13:32:41,Standalone synthetic case; limited relational clues in narrative.,0.737,0.926,,CONFIRMED
EVID_000204,CASE_0033,FIR,FIR_0033,PERSON_1498,PERSON_0246,2024-08-28 13:57:46,Standalone synthetic case; limited relational clues in narrative.,0.718,0.842,,CONFIRMED
EVID_000205,CASE_0034,FIR,FIR_0034,PERSON_0948,PERSON_1495,2025-09-19 06:18:49,Standalone synthetic case; limited relational clues in narrative.,0.622,0.729,,CONFIRMED
EVID_000206,CASE_0035,FIR,FIR_0035,PERSON_0958,PERSON_0264,2024-09-05 13:09:41,Standalone synthetic case; limited relational clues in narrative.,0.61,0.794,,CONFIRMED
EVID_000207,CASE_0036,FIR,FIR_0036,PERSON_1028,PERSON_0594,2024-06-23 02:22:49,Standalone synthetic case; limited relational clues in narrative.,0.612,0.98,,CONFIRMED
EVID_000208,CASE_0037,FIR,FIR_0037,PERSON_0395,PERSON_0490,2025-12-20 03:57:25,Standalone synthetic case; limited relational clues in narrative.,0.621,0.735,,CONFIRMED
EVID_000209,CASE_0038,FIR,FIR_0038,PERSON_0308,PERSON_0768,2026-04-24 05:33:21,Standalone synthetic case; limited relational clues in narrative.,0.79,0.614,,CONFIRMED
EVID_000210,CASE_0039,FIR,FIR_0039,PERSON_0374,PERSON_1472,2025-03-25 18:32:00,Standalone synthetic case; limited relational clues in narrative.,0.725,0.715,,CONFIRMED
EVID_000211,CASE_0040,FIR,FIR_0040,PERSON_0947,PERSON_1005,2025-10-27 19:40:40,Standalone synthetic case; limited relational clues in narrative.,0.652,0.804,,CONFIRMED
EVID_000212,CASE_0041,FIR,FIR_0041,PERSON_1179,PERSON_0757,2024-07-04 05:20:46,Standalone synthetic case; limited relational clues in narrative.,0.671,0.88,,CONFIRMED
EVID_000213,CASE_0042,FIR,FIR_0042,PERSON_1150,PERSON_0495,2024-09-24 20:49:17,Standalone synthetic case; limited relational clues in narrative.,0.541,0.858,,CONFIRMED
EVID_000214,CASE_0043,FIR,FIR_0043,PERSON_0379,PERSON_0498,2025-01-31 01:39:33,Standalone synthetic case; limited relational clues in narrative.,0.516,0.83,,CONFIRMED
EVID_000215,CASE_0044,FIR,FIR_0044,PERSON_0023,PERSON_1145,2024-12-10 18:15:46,Standalone synthetic case; limited relational clues in narrative.,0.556,0.628,,CONFIRMED
EVID_000216,CASE_0045,FIR,FIR_0045,PERSON_0514,PERSON_0770,2026-01-15 06:55:48,Standalone synthetic case; limited relational clues in narrative.,0.755,0.918,,CONFIRMED
EVID_000217,CASE_0046,FIR,FIR_0046,PERSON_0814,PERSON_0316,2026-01-12 05:53:20,Standalone synthetic case; limited relational clues in narrative.,0.551,0.669,,CONFIRMED
EVID_000218,CASE_0047,FIR,FIR_0047,PERSON_0075,PERSON_1419,2024-09-12 13:08:26,Standalone synthetic case; limited relational clues in narrative.,0.539,0.508,,CONFIRMED
EVID_000219,CASE_0048,FIR,FIR_0048,PERSON_0015,PERSON_0741,2026-01-31 03:50:01,Standalone synthetic case; limited relational clues in narrative.,0.55,0.537,,CONFIRMED
EVID_000220,CASE_0049,FIR,FIR_0049,PERSON_0366,PERSON_0237,2025-10-02 05:09:40,Standalone synthetic case; limited relational clues in narrative.,0.543,0.792,,CONFIRMED
EVID_000221,CASE_0050,FIR,FIR_0050,PERSON_0704,PERSON_0646,2024-12-26 14:22:56,Standalone synthetic case; limited relational clues in narrative.,0.646,0.629,,CONFIRMED
EVID_000222,CASE_0051,FIR,FIR_0051,PERSON_0399,PERSON_0883,2025-05-28 00:46:10,Standalone synthetic case; limited relational clues in narrative.,0.518,0.81,,CONFIRMED
EVID_000223,CASE_0052,FIR,FIR_0052,PERSON_0975,PERSON_0197,2026-05-28 15:51:44,Standalone synthetic case; limited relational clues in narrative.,0.649,0.896,,CONFIRMED
EVID_000224,CASE_0053,FIR,FIR_0053,PERSON_0441,PERSON_1374,2025-10-11 13:55:54,Standalone synthetic case; limited relational clues in narrative.,0.667,0.95,,CONFIRMED
EVID_000225,CASE_0054,FIR,FIR_0054,PERSON_0801,PERSON_1268,2026-03-30 20:02:20,Standalone synthetic case; limited relational clues in narrative.,0.525,0.848,,CONFIRMED
EVID_000226,CASE_0055,FIR,FIR_0055,PERSON_1266,PERSON_0621,2025-05-10 01:12:03,Standalone synthetic case; limited relational clues in narrative.,0.701,0.737,,CONFIRMED
EVID_000227,CASE_0056,FIR,FIR_0056,PERSON_0014,PERSON_0192,2025-11-30 10:30:37,Standalone synthetic case; limited relational clues in narrative.,0.736,0.524,,CONFIRMED
EVID_000228,CASE_0057,FIR,FIR_0057,PERSON_0185,PERSON_0286,2025-08-11 08:59:06,Standalone synthetic case; limited relational clues in narrative.,0.542,0.846,,CONFIRMED
EVID_000229,CASE_0058,FIR,FIR_0058,PERSON_0388,PERSON_0555,2024-09-16 09:36:09,Standalone synthetic case; limited relational clues in narrative.,0.584,0.569,,CONFIRMED
EVID_000230,CASE_0059,FIR,FIR_0059,PERSON_0175,PERSON_0729,2024-06-20 12:36:43,Standalone synthetic case; limited relational clues in narrative.,0.702,0.67,,CONFIRMED
EVID_000231,CASE_0060,FIR,FIR_0060,PERSON_0862,PERSON_0532,2025-03-11 11:54:33,Standalone synthetic case; limited relational clues in narrative.,0.503,0.759,,CONFIRMED
EVID_000232,CASE_0061,FIR,FIR_0061,PERSON_0477,PERSON_0410,2025-04-18 11:19:47,Standalone synthetic case; limited relational clues in narrative.,0.657,0.596,,CONFIRMED
EVID_000233,CASE_0062,FIR,FIR_0062,PERSON_0699,PERSON_0876,2025-09-20 21:15:06,Standalone synthetic case; limited relational clues in narrative.,0.76,0.687,,CONFIRMED
EVID_000234,CASE_0063,FIR,FIR_0063,PERSON_0262,PERSON_1156,2024-12-12 23:02:13,Standalone synthetic case; limited relational clues in narrative.,0.691,0.73,,CONFIRMED
EVID_000235,CASE_0064,FIR,FIR_0064,PERSON_0767,PERSON_0436,2025-01-22 17:06:35,Standalone synthetic case; limited relational clues in narrative.,0.625,0.755,,CONFIRMED
EVID_000236,CASE_0065,FIR,FIR_0065,PERSON_1196,PERSON_0843,2025-11-14 15:36:57,Standalone synthetic case; limited relational clues in narrative.,0.562,0.954,,CONFIRMED
EVID_000237,CASE_0066,FIR,FIR_0066,PERSON_1457,PERSON_0314,2025-08-12 15:32:38,Standalone synthetic case; limited relational clues in narrative.,0.777,0.928,,CONFIRMED
EVID_000238,CASE_0067,FIR,FIR_0067,PERSON_0902,PERSON_0082,2025-05-08 01:34:16,Standalone synthetic case; limited relational clues in narrative.,0.594,0.879,,CONFIRMED
EVID_000239,CASE_0068,FIR,FIR_0068,PERSON_1298,PERSON_0955,2025-06-11 01:03:49,Standalone synthetic case; limited relational clues in narrative.,0.717,0.699,,CONFIRMED
EVID_000240,CASE_0069,FIR,FIR_0069,PERSON_0274,PERSON_0151,2025-10-12 17:26:24,Standalone synthetic case; limited relational clues in narrative.,0.748,0.891,,CONFIRMED
EVID_000241,CASE_0070,FIR,FIR_0070,PERSON_0581,PERSON_1328,2026-02-28 15:38:32,Standalone synthetic case; limited relational clues in narrative.,0.635,0.634,,CONFIRMED
EVID_000242,CASE_0071,FIR,FIR_0071,PERSON_1239,PERSON_0244,2025-01-20 05:29:46,Standalone synthetic case; limited relational clues in narrative.,0.681,0.663,,CONFIRMED
EVID_000243,CASE_0072,FIR,FIR_0072,PERSON_0988,PERSON_0468,2025-04-02 04:16:24,Standalone synthetic case; limited relational clues in narrative.,0.529,0.655,,CONFIRMED
EVID_000244,CASE_0073,FIR,FIR_0073,PERSON_1482,PERSON_1342,2025-07-21 10:07:06,Standalone synthetic case; limited relational clues in narrative.,0.783,0.606,,CONFIRMED
EVID_000245,CASE_0074,FIR,FIR_0074,PERSON_1064,PERSON_0279,2024-10-08 16:16:33,Standalone synthetic case; limited relational clues in narrative.,0.602,0.546,,CONFIRMED
EVID_000246,CASE_0075,FIR,FIR_0075,PERSON_0128,PERSON_0805,2024-07-20 16:29:44,Standalone synthetic case; limited relational clues in narrative.,0.739,0.579,,CONFIRMED
EVID_000247,CASE_0076,FIR,FIR_0076,PERSON_1017,PERSON_0422,2024-12-18 01:23:59,Standalone synthetic case; limited relational clues in narrative.,0.62,0.894,,CONFIRMED
EVID_000248,CASE_0077,FIR,FIR_0077,PERSON_0260,PERSON_0865,2025-09-05 22:30:16,Standalone synthetic case; limited relational clues in narrative.,0.565,0.837,,CONFIRMED
EVID_000249,CASE_0078,FIR,FIR_0078,PERSON_0982,PERSON_1173,2025-03-03 02:23:39,Standalone synthetic case; limited relational clues in narrative.,0.648,0.822,,CONFIRMED
